#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Helicobacter pylori","1077",SAMN05410752,PRJNA329368,"Proteobacteria","delta/epsilon subdivisions",GCA_002532685.1,1.65515,38.9,-,MBKC01,72,1688,1493,2017/10/12,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/685/GCF_002532685.1_ASM253268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/685/GCA_002532685.1_ASM253268v1
"Helicobacter pylori","UM520",SAMN03770843,PRJNA286817,"Proteobacteria","delta/epsilon subdivisions",GCA_001051445.1,1.61777,38.7,-,LEOV01,51,1648,1445,2015/07/09,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/445/GCF_001051445.1_ASM105144v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/445/GCA_001051445.1_ASM105144v1
"Helicobacter pylori","KH0054",SAMN12011810,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006439845.1,1.64649,38.8,-,VEZG01,66,1651,1502,2019/06/24,2019/06/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/845/GCF_006439845.1_ASM643984v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/845/GCA_006439845.1_ASM643984v1
"Helicobacter pylori SA157A","SA157A",SAMEA2272211,PRJEB4067,"Proteobacteria","delta/epsilon subdivisions",GCA_000475615.1,1.67041,38.9,-,CBNF01,72,1649,1442,2013/09/21,2019/01/31,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/615/GCF_000475615.1_SA157A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/615/GCA_000475615.1_SA157A
"Helicobacter pylori E48","E48",SAMN02356207,PRJNA219052,"Proteobacteria","delta/epsilon subdivisions",GCA_000499345.1,1.66192,38.7,-,AYHQ01,61,1666,1221,2013/11/25,2019/10/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/345/GCF_000499345.1_E48,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/345/GCA_000499345.1_E48
"Helicobacter pylori","HP16051",SAMN07540332,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_004323415.1,1.60235,38.8,-,NYJM01,64,1608,1445,2019/03/04,2019/03/06,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/415/GCF_004323415.1_ASM432341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/415/GCA_004323415.1_ASM432341v1
"Helicobacter pylori GAM83Bi","GAM83Bi",SAMN02436699,PRJNA89281,"Proteobacteria","delta/epsilon subdivisions",GCA_000345625.2,1.60676,39.4,-,APEE01,49,1584,1448,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/625/GCF_000345625.2_ASM34562v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/625/GCA_000345625.2_ASM34562v2
"Helicobacter pylori NQ315","NQ315",SAMEA2272015,PRJEA62437,"Proteobacteria","delta/epsilon subdivisions",GCA_000285075.1,1.60194,39,-,CADE01,57,1594,1429,2011/03/09,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/075/GCF_000285075.1_ASM28507v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/075/GCA_000285075.1_ASM28507v1
"Helicobacter pylori wls-5-10","wls-5-10",SAMN02639409,PRJNA237695,"Proteobacteria","delta/epsilon subdivisions",GCA_000591175.1,1.63279,38.7,-,JDVP01,71,1616,1466,2014/03/17,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/175/GCF_000591175.1_wls-5-10,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/175/GCA_000591175.1_wls-5-10
"Helicobacter pylori GAM100Ai","GAM100Ai",SAMN02436927,PRJNA89209,"Proteobacteria","delta/epsilon subdivisions",GCA_000310005.2,1.63304,39.3,-,ANFP01,46,1604,1448,2012/11/05,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/310/005/GCF_000310005.2_ASM31000v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/005/GCA_000310005.2_ASM31000v2
"Helicobacter pylori","2010",SAMN05410712,PRJNA329358,"Proteobacteria","delta/epsilon subdivisions",GCA_002534215.1,1.66904,39,-,MBJN01,68,1665,1497,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/215/GCF_002534215.1_ASM253421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/215/GCA_002534215.1_ASM253421v1
"Helicobacter pylori GAM103Bi","GAM103Bi",SAMN02436854,PRJNA89213,"Proteobacteria","delta/epsilon subdivisions",GCA_000344965.2,1.61927,39.2,-,APCX01,44,1582,1433,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/965/GCF_000344965.2_ASM34496v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/965/GCA_000344965.2_ASM34496v2
"Helicobacter pylori","KH26",SAMN08093266,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002832345.1,1.70911,38.7,-,PHLZ01,62,1707,1533,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/345/GCF_002832345.1_ASM283234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/345/GCA_002832345.1_ASM283234v1
"Helicobacter pylori","PZ5006_3A3",SAMN06246771,PRJNA360417,"Proteobacteria","delta/epsilon subdivisions",GCA_001997995.1,1.6337,39.2,-,MTWK01,53,1604,1458,2017/02/13,2019/07/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/995/GCF_001997995.1_ASM199799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/997/995/GCA_001997995.1_ASM199799v1
"Helicobacter pylori GAM250AFi","GAM250AFi",SAMN02436918,PRJNA89249,"Proteobacteria","delta/epsilon subdivisions",GCA_000345305.2,1.57947,39.4,-,APDO01,45,1560,1412,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/305/GCF_000345305.2_ASM34530v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/305/GCA_000345305.2_ASM34530v2
"Helicobacter pylori GAM114Ai","GAM114Ai",SAMN02436857,PRJNA89219,"Proteobacteria","delta/epsilon subdivisions",GCA_000345025.2,1.6179,39.3,-,APDA01,30,1588,1421,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/025/GCF_000345025.2_ASM34502v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/025/GCA_000345025.2_ASM34502v2
"Helicobacter pylori HP250ASii","HP250ASii",SAMN02436780,PRJNA89311,"Proteobacteria","delta/epsilon subdivisions",GCA_000345825.2,1.58007,39.4,-,APES01,43,1565,1414,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/825/GCF_000345825.2_ASM34582v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/825/GCA_000345825.2_ASM34582v2
"Helicobacter pylori GAM250T","GAM250T",SAMN02436693,PRJNA89251,"Proteobacteria","delta/epsilon subdivisions",GCA_000345325.2,1.57918,39.4,-,APDP01,49,1564,1411,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/325/GCF_000345325.2_ASM34532v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/325/GCA_000345325.2_ASM34532v2
"Helicobacter pylori","ZH43",SAMN10335785,PRJNA498853,"Proteobacteria","delta/epsilon subdivisions",GCA_004012835.1,1.64491,38.8,-,RJFQ01,60,1622,1470,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/835/GCF_004012835.1_ASM401283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/835/GCA_004012835.1_ASM401283v1
"Helicobacter pylori GAM252T","GAM252T",SAMN02436694,PRJNA89255,"Proteobacteria","delta/epsilon subdivisions",GCA_000345365.2,1.57842,39.4,-,APDR01,49,1562,1411,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/365/GCF_000345365.2_ASM34536v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/365/GCA_000345365.2_ASM34536v2
"Helicobacter pylori GAM121Aii","GAM121Aii",SAMN02436859,PRJNA89231,"Proteobacteria","delta/epsilon subdivisions",GCA_000345145.2,1.66085,39.2,-,APDG01,50,1651,1489,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/145/GCF_000345145.2_ASM34514v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/145/GCA_000345145.2_ASM34514v2
"Helicobacter pylori HP260BFii","HP260BFii",SAMN02436916,PRJNA89329,"Proteobacteria","delta/epsilon subdivisions",GCA_000346005.2,1.57686,39.4,-,APFB01,50,1552,1407,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/005/GCF_000346005.2_ASM34600v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/005/GCA_000346005.2_ASM34600v2
"Helicobacter pylori","22378",SAMN05407974,PRJNA329253,"Proteobacteria","delta/epsilon subdivisions",GCA_002533365.1,1.67215,38.9,-,MBIH01,67,1692,1509,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/365/GCF_002533365.1_ASM253336v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/365/GCA_002533365.1_ASM253336v1
"Helicobacter pylori","HPJ050",SAMN06329608,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636225.1,1.68259,38.7,-,MVSL01,68,1684,1509,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/225/GCF_003636225.1_ASM363622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/225/GCA_003636225.1_ASM363622v1
"Helicobacter pylori wls-5-1","wls-5-1",SAMN02593663,PRJNA236057,"Proteobacteria","delta/epsilon subdivisions",GCA_000591095.1,1.63248,38.7,-,JCKE01,72,1619,1471,2014/03/17,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/095/GCF_000591095.1_wls-5-1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/095/GCA_000591095.1_wls-5-1
"Helicobacter pylori","22337",SAMN05408278,PRJNA329281,"Proteobacteria","delta/epsilon subdivisions",GCA_002534325.1,1.68554,39,-,MBIW01,120,1700,1517,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/325/GCF_002534325.1_ASM253432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/325/GCA_002534325.1_ASM253432v1
"Helicobacter pylori","66",SAMN08381265,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003058745.1,1.67218,38.8,-,QBPU01,78,1668,1495,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/745/GCF_003058745.1_ASM305874v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/745/GCA_003058745.1_ASM305874v1
"Helicobacter pylori SA162C","SA162C",SAMEA2271940,PRJEB4076,"Proteobacteria","delta/epsilon subdivisions",GCA_000475595.1,1.64711,39.1,-,CBNQ01,103,1643,1438,2013/09/21,2019/01/31,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/595/GCF_000475595.1_SA162C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/595/GCA_000475595.1_SA162C
"Helicobacter pylori NQ367","NQ367",SAMEA2271994,PRJEA62451,"Proteobacteria","delta/epsilon subdivisions",GCA_000285215.1,1.62241,39.1,-,CADL01,90,1624,1342,2011/03/09,2019/10/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/215/GCF_000285215.1_ASM28521v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/215/GCA_000285215.1_ASM28521v1
"Helicobacter pylori","ZH26",SAMN10335768,PRJNA498836,"Proteobacteria","delta/epsilon subdivisions",GCA_004012855.1,1.63078,38.9,-,RJEZ01,172,1622,1448,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/855/GCF_004012855.1_ASM401285v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/855/GCA_004012855.1_ASM401285v1
"Helicobacter pylori GAMchJs114i","GAMchJs114i",SAMN02436842,PRJNA89291,"Proteobacteria","delta/epsilon subdivisions",GCA_000346815.2,1.61191,39.3,-,APEJ01,52,1585,1429,2013/03/15,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/815/GCF_000346815.2_ASM34681v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/815/GCA_000346815.2_ASM34681v2
"Helicobacter pylori GAM80Ai","GAM80Ai",SAMN02436698,PRJNA89279,"Proteobacteria","delta/epsilon subdivisions",GCA_000345605.2,1.63717,39.2,-,APED01,43,1597,1441,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/605/GCF_000345605.2_ASM34560v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/605/GCA_000345605.2_ASM34560v2
"Helicobacter pylori GAM263BFi","GAM263BFi",SAMN02436920,PRJNA89265,"Proteobacteria","delta/epsilon subdivisions",GCA_000345465.2,1.64785,39.2,-,APDW01,48,1617,1456,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/465/GCF_000345465.2_ASM34546v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/465/GCA_000345465.2_ASM34546v2
"Helicobacter pylori","22346",SAMN05408005,PRJNA329276,"Proteobacteria","delta/epsilon subdivisions",GCA_002533575.1,1.65625,39,-,MBIS01,93,1667,1500,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/575/GCF_002533575.1_ASM253357v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/575/GCA_002533575.1_ASM253357v1
"Helicobacter pylori","HP00152",SAMN06329445,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003638625.1,1.66943,38.9,-,MVYS01,78,1698,1502,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/625/GCF_003638625.1_ASM363862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/625/GCA_003638625.1_ASM363862v1
"Helicobacter pylori","HP15059",SAMN06329576,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003635785.1,1.66059,39,-,MVTR01,57,1625,1469,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/785/GCF_003635785.1_ASM363578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/785/GCA_003635785.1_ASM363578v1
"Helicobacter pylori NQ1712","NQ1712",SAMEA2272517,PRJEA62439,"Proteobacteria","delta/epsilon subdivisions",GCA_000285095.1,1.57258,39.1,-,CADF01,62,1566,1389,2011/03/09,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/095/GCF_000285095.1_ASM28509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/095/GCA_000285095.1_ASM28509v1
"Helicobacter pylori","2027",SAMN05410635,PRJNA329351,"Proteobacteria","delta/epsilon subdivisions",GCA_002534145.1,1.65321,39,-,MBJJ01,81,1664,1477,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/145/GCF_002534145.1_ASM253414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/145/GCA_002534145.1_ASM253414v1
"Helicobacter pylori GAM201Ai","GAM201Ai",SAMN02436858,PRJNA89233,"Proteobacteria","delta/epsilon subdivisions",GCA_000345065.2,1.6105,39.4,-,APDC01,48,1580,1442,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/065/GCF_000345065.2_ASM34506v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/065/GCA_000345065.2_ASM34506v2
"Helicobacter pylori","HP45",SAMN11557456,PRJNA540766,"Proteobacteria","delta/epsilon subdivisions",GCA_005250645.1,1.63255,38.8,-,SZUB01,118,1618,1447,2019/05/10,2019/05/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/250/645/GCF_005250645.1_ASM525064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/250/645/GCA_005250645.1_ASM525064v1
"Helicobacter pylori","HP16052",SAMN07540333,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_004323305.1,1.62799,38.8,-,NYJL01,59,1624,1477,2019/03/04,2019/03/06,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/305/GCF_004323305.1_ASM432330v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/305/GCA_004323305.1_ASM432330v1
"Helicobacter pylori","GC23-HL",SAMN08381217,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059455.1,1.62964,38.9,-,QBRF01,71,1632,1459,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/455/GCF_003059455.1_ASM305945v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/455/GCA_003059455.1_ASM305945v1
"Helicobacter pylori SA301C","SA301C",SAMEA2272466,PRJEB4132,"Proteobacteria","delta/epsilon subdivisions",GCA_000475855.1,1.64146,39.1,-,CBNT01,102,1629,1417,2013/09/21,2019/01/31,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/855/GCF_000475855.1_SA301C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/855/GCA_000475855.1_SA301C
"Helicobacter pylori","CG22087",SAMN06187437,PRJNA352848,"Proteobacteria","delta/epsilon subdivisions",GCA_002012795.1,1.64402,39,-,MUOW01,65,1623,1472,2017/03/03,2019/08/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/795/GCF_002012795.1_ASM201279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/795/GCA_002012795.1_ASM201279v1
"Helicobacter pylori","CC22402",SAMN06187431,PRJNA352848,"Proteobacteria","delta/epsilon subdivisions",GCA_002012655.1,1.72711,39,-,MUOQ01,60,1690,1548,2017/03/03,2019/07/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/655/GCF_002012655.1_ASM201265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/655/GCA_002012655.1_ASM201265v1
"Helicobacter pylori","55:1",SAMN08381300,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003058585.1,1.63374,38.9,-,QBPK01,66,1643,1467,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/585/GCF_003058585.1_ASM305858v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/585/GCA_003058585.1_ASM305858v1
"Helicobacter pylori HP260Bi","HP260Bi",SAMN02436704,PRJNA89331,"Proteobacteria","delta/epsilon subdivisions",GCA_000346025.2,1.66774,39.2,-,APFC01,53,1654,1509,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/025/GCF_000346025.2_ASM34602v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/025/GCA_000346025.2_ASM34602v2
"Helicobacter pylori","HP_PWs",SAMN06276721,PRJNA362473,"Proteobacteria","delta/epsilon subdivisions",GCA_002154535.1,1.6276,39.3,-,MUHJ01,101,1618,1458,2017/05/22,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/154/535/GCF_002154535.1_ASM215453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/154/535/GCA_002154535.1_ASM215453v1
"Helicobacter pylori GAM245Ai","GAM245Ai",SAMN02436847,PRJNA89243,"Proteobacteria","delta/epsilon subdivisions",GCA_000345245.2,1.6485,39.1,-,APDL01,49,1609,1442,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/245/GCF_000345245.2_ASM34524v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/245/GCA_000345245.2_ASM34524v2
"Helicobacter pylori","ZH124",SAMN10341924,PRJNA499059,"Proteobacteria","delta/epsilon subdivisions",GCA_004014255.1,1.58426,38.9,-,RJIJ01,79,1579,1431,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/255/GCF_004014255.1_ASM401425v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/255/GCA_004014255.1_ASM401425v1
"Helicobacter pylori","PIMM-FM-UNAM-18CaC1",SAMN10715445,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681335.1,1.61921,39,-,SBAH01,18,1612,1470,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/335/GCF_008681335.1_ASM868133v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/335/GCA_008681335.1_ASM868133v1
"Helicobacter pylori GAM105Ai","GAM105Ai",SAMN02436855,PRJNA89215,"Proteobacteria","delta/epsilon subdivisions",GCA_000344985.2,1.66661,39.2,-,APCY01,46,1644,1459,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/985/GCF_000344985.2_ASM34498v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/985/GCA_000344985.2_ASM34498v2
"Helicobacter pylori GAM120Ai","GAM120Ai",SAMN02436926,PRJNA89229,"Proteobacteria","delta/epsilon subdivisions",GCA_000345125.2,1.68267,39.1,-,APDF01,51,1665,1514,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/125/GCF_000345125.2_ASM34512v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/125/GCA_000345125.2_ASM34512v2
"Helicobacter pylori","3774",SAMN08381227,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059865.1,1.68231,39,-,QBQW01,129,1702,1534,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/865/GCF_003059865.1_ASM305986v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/865/GCA_003059865.1_ASM305986v1
"Helicobacter pylori","",SAMEA2674916,PRJEB6882,"Proteobacteria","delta/epsilon subdivisions",GCA_000824885.1,1.64276,38.9,-,CCMT01,101,1641,1313,2014/10/31,2019/07/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/824/885/GCF_000824885.1_H3016,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/824/885/GCA_000824885.1_H3016
"Helicobacter pylori","MCms1055",SAMN05569563,PRJNA338771,"Proteobacteria","delta/epsilon subdivisions",GCA_002026885.1,1.67687,38.9,-,MIKV01,63,1671,1509,2017/03/14,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/885/GCF_002026885.1_MCms1055_v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/885/GCA_002026885.1_MCms1055_v1.0
"Helicobacter pylori HP260AFi","HP260AFi",SAMN02436923,PRJNA89323,"Proteobacteria","delta/epsilon subdivisions",GCA_000345945.2,1.6329,39.3,-,APEY01,55,1603,1459,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/945/GCF_000345945.2_ASM34594v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/945/GCA_000345945.2_ASM34594v2
"Helicobacter pylori wls-5-11","wls-5-11",SAMN02639410,PRJNA237696,"Proteobacteria","delta/epsilon subdivisions",GCA_000591195.1,1.56962,38.8,-,JDVO01,71,1566,1408,2014/03/17,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/195/GCF_000591195.1_wls-5-11,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/195/GCA_000591195.1_wls-5-11
"Helicobacter pylori GAMchJs136i","GAMchJs136i",SAMN02436843,PRJNA89299,"Proteobacteria","delta/epsilon subdivisions",GCA_000346875.2,1.65517,39.2,-,APEM01,62,1638,1483,2013/03/15,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/875/GCF_000346875.2_ASM34687v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/875/GCA_000346875.2_ASM34687v2
"Helicobacter pylori GAM96Ai","GAM96Ai",SAMN02436789,PRJNA89287,"Proteobacteria","delta/epsilon subdivisions",GCA_000345685.2,1.65675,39.4,-,APEH01,71,1630,1461,2013/03/07,2017/03/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/345/685/GCF_000345685.2_ASM34568v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/345/685/GCA_000345685.2_ASM34568v2
"Helicobacter pylori","1846/05",SAMN03153510,PRJNA265846,"Proteobacteria","delta/epsilon subdivisions",GCA_000802645.1,1.64208,38.9967,plasmid pHPY1846:NZ_CM003129.1/CM003129.1,JSXV01,58,1618,1455,2014/12/16,2017/03/25,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/645/GCF_000802645.1_ASM80264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/645/GCA_000802645.1_ASM80264v1
