Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori 8A3,8A3,981211.3,981211,SAMEA2272407,PRJEA62409,GCA_000285055.1,1.54718,39,-,CADD01,44,1547,1288,3/9/2011,4/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/055/GCF_000285055.1_ASM28505v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/055/GCA_000285055.1_ASM28505v1,2011-03-09T00:00:00Z,MHH Hannover Medical School,,,,,,44,1547179,,"Human, Homo sapiens"
Helicobacter pylori,1088,210.5244,210,SAMN10419332,PRJNA505435,GCA_003815475.1,1.64866,39,-,RPFU01,46,1641,1489,11/24/2018,8/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/475/GCF_003815475.1_ASM381547v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/475/GCA_003815475.1_ASM381547v1,2018-11-24T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,50.0x,A5 pipeline v. MAY-2015,,,46,1648661,Colombia,
Helicobacter pylori,A033,210.3029,210,SAMN05410761,PRJNA329372,GCA_002534615.1,1.67216,39,-,MBJQ01,59,1670,1496,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/615/GCF_002534615.1_ASM253461v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/615/GCA_002534615.1_ASM253461v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,108.32x,A5 pipeline v. MAY-2016,,,59,1672165,Colombia,"Human, Homo sapiens"
Helicobacter pylori,KH18,210.3132,210,SAMN08093259,PRJNA419585,GCA_002832415.1,1.64847,38.8,-,PHMG01,55,1638,1467,12/11/2017,12/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/415/GCF_002832415.1_ASM283241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/415/GCA_002832415.1_ASM283241v1,2017-12-11T00:00:00Z,University of Western Australia,Illumina MiSeq,190x,SPAdes v. 3.10.1,,,55,1648469,India,"Human, Homo sapiens"
Helicobacter pylori,KH0097,210.6008,210,SAMN12011820,PRJNA547954,GCA_006439735.1,1.59889,39,-,VEYW01,49,1596,1442,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/735/GCF_006439735.1_ASM643973v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/735/GCA_006439735.1_ASM643973v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,3x,SPAdes v. 3.12.0,,,49,1598890,Cambodia,Homo sapiens
Helicobacter pylori,K21,210.5632,210,SAMD00019958,PRJDB3134,GCA_004307235.1,1.60128,38.9,-,BEGT01,34,1589,1443,1/30/2019,2/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/307/235/GCF_004307235.1_ASM430723v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/307/235/GCA_004307235.1_ASM430723v1,2019-01-30T00:00:00Z,Tokyo University of Agriculture,Illumina HiSeq 2500,360X,Abyss v. 3.1.0,,,34,1601277,,"Human, Homo sapiens"
Helicobacter pylori,GC69-HL,210.4206,210,SAMN08381240,PRJNA395900,GCA_003058905.1,1.60136,39,-,QBQJ01,61,1588,1434,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/905/GCF_003058905.1_ASM305890v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/905/GCA_003058905.1_ASM305890v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,61,1601364,France,"Human, Homo sapiens"
Helicobacter pylori SA35A,SA35A,1345516.3,1345516,SAMEA2272726,PRJEB4046,GCA_000475495.1,1.65946,38.9,-,CBNE01,64,1638,1460,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/495/GCF_000475495.1_SA35A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/495/GCA_000475495.1_SA35A,2013-09-21T00:00:00Z,MHH,,,,,,64,1659464,South Africa,"Human, Homo sapiens"
Helicobacter pylori,2065,210.3002,210,SAMN05410614,PRJNA329343,GCA_002534065.1,1.66551,38.9,-,MBJF01,61,1687,1506,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/065/GCF_002534065.1_ASM253406v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/065/GCA_002534065.1_ASM253406v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,195.81x,A5 pipeline v. MAY-2016,,,61,1665508,Colombia,"Human, Homo sapiens"
Helicobacter pylori SA168C,SA168C,1345574.3,1345574,SAMEA2272157,PRJEB4085,GCA_000475755.1,1.64696,39,-,CBOC01,71,1627,1421,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/755/GCF_000475755.1_SA168C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/755/GCA_000475755.1_SA168C,2013-09-21T00:00:00Z,MHH,,,,,,71,1646957,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA158C,SA158C,1345559.3,1345559,SAMEA2272717,PRJEB4070,GCA_000476695.1,1.61418,39.1,-,CBPY01,55,1589,1417,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/695/GCF_000476695.1_SA158C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/695/GCA_000476695.1_SA158C,2013-09-21T00:00:00Z,MHH,,,,,,55,1614176,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA174A,SA174A,1345585.3,1345585,SAMEA2272097,PRJEB4096,GCA_000477015.1,1.65264,38.5,-,CBPS01,91,1603,1433,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/015/GCF_000477015.1_SA174A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/015/GCA_000477015.1_SA174A,2013-09-21T00:00:00Z,MHH,,,,,,91,1652635,South Africa,"Human, Homo sapiens"
Helicobacter pylori UM018,UM018,1287061.3,1287061,SAMN02471803,PRJNA187431,GCA_000401315.1,1.61455,39.1,-,AONK01,72,1592,1430,5/24/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/315/GCF_000401315.1_HelPylUM018_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/315/GCA_000401315.1_HelPylUM018_1.0,2013-05-24T00:00:00Z,University of Hyderabad,Illumina GAIIx,170.0x,Velvet v. 1.2.03,,,72,1614546,Malaysia,"Human, Homo sapiens"
Helicobacter pylori,2021,210.3023,210,SAMN05410649,PRJNA329353,GCA_002534515.1,1.67851,38.8,-,MBJH01,73,1666,1499,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/515/GCF_002534515.1_ASM253451v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/515/GCA_002534515.1_ASM253451v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,99.92x,A5 pipeline v. MAY-2016,,,73,1678514,Colombia,"Human, Homo sapiens"
Helicobacter pylori UM077,UM077,1352346.3,1352346,SAMN02214242,PRJNA212353,GCA_000444725.1,1.61938,38.8,-,AUSQ01,53,1621,1443,8/7/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/725/GCF_000444725.1_UM077,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/725/GCA_000444725.1_UM077,2013-08-07T00:00:00Z,UM-UNSW-MGRC,Illumina HiSeq,100.0x,ABySS v. 2013,,,53,1619377,Malaysia,"Human, Homo sapiens"
Helicobacter pylori,24004,210.2973,210,SAMN05404045,PRJNA329242,GCA_002533235.1,1.66494,38.9,-,MBIA01,61,1662,1512,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/235/GCF_002533235.1_ASM253323v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/235/GCA_002533235.1_ASM253323v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,162.95x,A5 pipeline v. MAY-2016,,,61,1664940,Colombia,"Human, Homo sapiens"
Helicobacter pylori,HP725g,210.2675,210,SAMN06240245,PRJNA362473,GCA_002081955.1,1.71262,39.3,-,MTLF01,282,1689,1523,4/7/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/081/955/GCF_002081955.1_ASM208195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/081/955/GCA_002081955.1_ASM208195v1,2017-04-07T00:00:00Z,,,,,,,282,1712620,Morocco,"Human, Homo sapiens"
Helicobacter pylori,B35,210.4179,210,SAMN08381209,PRJNA395900,GCA_003059535.1,1.63373,38.9,-,QBRN01,54,1639,1457,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/535/GCF_003059535.1_ASM305953v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/535/GCA_003059535.1_ASM305953v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,54,1633732,France,"Human, Homo sapiens"
Helicobacter pylori,KH0012,210.6033,210,SAMN12011800,PRJNA547954,GCA_006440225.1,1.58124,38.8,-,VEZQ01,48,1576,1421,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/225/GCF_006440225.1_ASM644022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/225/GCA_006440225.1_ASM644022v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,3x,SPAdes v. 3.12.0,,,48,1581240,Cambodia,Homo sapiens
Helicobacter pylori,KH0066,210.6005,210,SAMN12011812,PRJNA547954,GCA_006439655.1,1.56428,38.9,-,VEZE01,46,1564,1413,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/655/GCF_006439655.1_ASM643965v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/655/GCA_006439655.1_ASM643965v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,17x,SPAdes v. 3.12.0,,,46,1564277,Cambodia,Homo sapiens
Helicobacter pylori,HP15034,210.4994,210,SAMN06329566,PRJNA374603,GCA_003635915.1,1.6289,39.2,-,MVUB01,45,1595,1449,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/915/GCF_003635915.1_ASM363591v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/915/GCA_003635915.1_ASM363591v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,141x,SPAdes v. 3.8.2,,,45,1628897,Australia,"Human, Homo sapiens"
Helicobacter pylori,KH0122,210.6041,210,SAMN12011826,PRJNA547954,GCA_006440395.1,1.59894,39,-,VEYQ01,55,1586,1427,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/395/GCF_006440395.1_ASM644039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/395/GCA_006440395.1_ASM644039v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,17x,SPAdes v. 3.12.0,,,55,1598940,Cambodia,Homo sapiens
Helicobacter pylori UM045,UM045,1287065.3,1287065,SAMN02471801,PRJNA187438,GCA_000401395.1,1.59421,39,-,AONO01,59,1565,1417,5/24/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/395/GCF_000401395.1_HelPylUM045_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/395/GCA_000401395.1_HelPylUM045_1.0,2013-05-24T00:00:00Z,University of Hyderabad,Illumina GAIIx,200.0x,Velvet v. 1.2.03,,,59,1594207,Malaysia,"Human, Homo sapiens"
Helicobacter pylori SA220C,SA220C,1345600.3,1345600,SAMEA2272600,PRJEB4111,GCA_000476955.1,1.66648,39,-,CBPX01,65,1622,1462,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/955/GCF_000476955.1_SA220C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/955/GCA_000476955.1_SA220C,2013-09-21T00:00:00Z,MHH,,,,,,65,1666482,South Africa,"Human, Homo sapiens"
Helicobacter pylori,22389,210.2935,210,SAMN05407970,PRJNA329249,GCA_002532615.1,1.59865,39,-,MBJX01,42,1589,1453,10/12/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/615/GCF_002532615.1_ASM253261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/615/GCA_002532615.1_ASM253261v1,2017-10-12T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,169.89x,A5 pipeline v. MAY-2016,,,42,1598649,Colombia,"Human, Homo sapiens"
Helicobacter pylori,JSS185-B120,210.5151,210,SAMN08999426,PRJNA449871,GCA_003639605.1,1.63463,38.9,-,QEGH01,66,1633,1476,10/12/2018,8/20/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/605/GCF_003639605.1_ASM363960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/605/GCA_003639605.1_ASM363960v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,514x,A5-miseq v. 20160825,,,66,1634632,Spain,"Human, Homo sapiens"
Helicobacter pylori,KH0016,210.6034,210,SAMN12011801,PRJNA547954,GCA_006440245.1,1.60917,38.8,-,VEZP01,43,1600,1441,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/245/GCF_006440245.1_ASM644024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/245/GCA_006440245.1_ASM644024v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,4x,SPAdes v. 3.12.0,,,43,1609166,Cambodia,Homo sapiens
Helicobacter pylori,ZH15,210.5271,210,SAMN10335713,PRJNA498823,GCA_004012315.1,1.68345,38.7,-,RJEO01,72,1670,1525,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/315/GCF_004012315.1_ASM401231v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/315/GCA_004012315.1_ASM401231v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,72,1683454,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,22336,210.2986,210,SAMN05408279,PRJNA329284,GCA_002533655.1,1.6856,39.1,-,MBHN01,114,1685,1507,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/655/GCF_002533655.1_ASM253365v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/655/GCA_002533655.1_ASM253365v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,225.05x,A5 pipeline v. MAY-2016,,,114,1685604,Colombia,"Human, Homo sapiens"
Helicobacter pylori,ZH41,210.5295,210,SAMN10335783,PRJNA498851,GCA_004012775.1,1.61309,38.9,-,RJFO01,76,1594,1440,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/775/GCF_004012775.1_ASM401277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/775/GCA_004012775.1_ASM401277v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,76,1613087,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,23:2_single,210.4198,210,SAMN08381284,PRJNA395900,GCA_003059065.1,1.64745,38.9,-,QBPR01,77,1668,1479,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/065/GCF_003059065.1_ASM305906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/065/GCA_003059065.1_ASM305906v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,77,1647450,Sweden,"Human, Homo sapiens"
Helicobacter pylori,2007,210.301,210,SAMN05410718,PRJNA329359,GCA_002534225.1,1.67813,38.8,-,MBJM01,67,1676,1519,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/225/GCF_002534225.1_ASM253422v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/225/GCA_002534225.1_ASM253422v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,183.02x,A5 pipeline v. MAY-2016,,,67,1678132,Colombia,"Human, Homo sapiens"
Helicobacter pylori,PIMM-FM-UNAM-16F10,210.6139,210,SAMN10715424,PRJNA513874,GCA_008681365.1,1.61616,38.9,-,SBAE01,15,1613,1461,9/23/2019,9/27/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/365/GCF_008681365.1_ASM868136v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/365/GCA_008681365.1_ASM868136v1,2019-09-23T00:00:00Z,Universidad Nacional Autonoma de Mexico,Illumina Miseq,45.87x,Velvet v. 1.2.10,,,15,1616159,,Homo sapiens
Helicobacter pylori SA168A,SA168A,1345573.3,1345573,SAMEA2272590,PRJEB4084,GCA_000476675.1,1.6422,39,-,CBPU01,74,1636,1443,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/675/GCF_000476675.1_SA168A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/675/GCA_000476675.1_SA168A,2013-09-21T00:00:00Z,MHH,,,,,,74,1642196,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA46A,SA46A,1345535.3,1345535,SAMEA3138960,PRJEB4055,GCA_000604285.1,1.59986,39.2,-,CBNV01,70,1582,1410,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/285/GCF_000604285.1_SA46A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/285/GCA_000604285.1_SA46A,2013-09-21T00:00:00Z,MHH,,,,,,70,1599857,,
Helicobacter pylori,30908,210.4207,210,SAMN08381242,PRJNA395900,GCA_003058885.1,1.66074,39,-,QBQI01,136,1670,1507,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/885/GCF_003058885.1_ASM305888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/885/GCA_003058885.1_ASM305888v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,136,1660741,Belgium,"Human, Homo sapiens"
Helicobacter pylori,22360,210.2974,210,SAMN05407985,PRJNA329269,GCA_002533525.1,1.70362,38.7,-,MBIP01,66,1708,1548,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/525/GCF_002533525.1_ASM253352v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/525/GCA_002533525.1_ASM253352v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,87.29x,A5 pipeline v. MAY-2016,,,66,1703616,Colombia,"Human, Homo sapiens"
Helicobacter pylori SS1,SS1,102617.12,102617,SAMN06186787,PRJNA230061,GCA_002148385.1,1.60419,39,-,AZBP01,61,1618,1465,5/18/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/385/GCF_002148385.1_ASM214838v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/385/GCA_002148385.1_ASM214838v1,2017-05-18T00:00:00Z,Aarhus University,Illumina,100.0x,Newbler v. Feb-2012,,,61,1604188,,"Human, Homo sapiens"
Helicobacter pylori SA156C,SA156C,1345555.3,1345555,SAMEA3138963,PRJEB4066,GCA_000604345.1,1.69893,39,-,CBPV01,75,1685,1501,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/345/GCF_000604345.1_SA156C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/345/GCA_000604345.1_SA156C,2013-09-21T00:00:00Z,MHH,,,,,,75,1698931,,
Helicobacter pylori NQ4060,NQ4060,981218.3,981218,SAMEA2271996,PRJEA62449,GCA_000285195.1,1.64974,38.9,-,CADK01,59,1622,1446,3/9/2011,3/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/195/GCF_000285195.1_ASM28519v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/195/GCA_000285195.1_ASM28519v1,2011-03-09T00:00:00Z,MHH Hannover Medical School,,,,,,59,1649736,Colombia,"Human, Homo sapiens"
Helicobacter pylori,HP15033,210.5027,210,SAMN06329565,PRJNA374603,GCA_003636585.1,1.57108,39,-,MVUC01,54,1592,1432,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/585/GCF_003636585.1_ASM363658v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/585/GCA_003636585.1_ASM363658v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,111x,SPAdes v. 3.8.2,,,54,1571081,Australia,"Human, Homo sapiens"
Helicobacter pylori,B400,210.5162,210,SAMN08999410,PRJNA449871,GCA_003639805.1,1.65587,38.9,-,QEGX01,42,1664,1491,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/805/GCF_003639805.1_ASM363980v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/805/GCA_003639805.1_ASM363980v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina MiSeq,275x,A5-miseq v. 20160825,,,42,1655874,Spain,"Human, Homo sapiens"
Helicobacter pylori,GC26-HL,210.4187,210,SAMN08381218,PRJNA395900,GCA_003059365.1,1.59602,38.9,-,QBRE01,51,1590,1440,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/365/GCF_003059365.1_ASM305936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/365/GCA_003059365.1_ASM305936v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,51,1596021,France,"Human, Homo sapiens"
Helicobacter pylori,N6_del_htrA,210.5653,210,SAMN10411397,PRJNA505142,GCA_005796115.1,1.66397,38.7,-,VAPO01,44,1649,1488,5/23/2019,5/27/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/796/115/GCF_005796115.1_ASM579611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/796/115/GCA_005796115.1_ASM579611v1,2019-05-23T00:00:00Z,"Faculty of Biology and Environmental Protection, University of Lodz",Illumina NextSeq,32.0x,SPAdes v. 3.11,,,44,1663968,,
Helicobacter pylori,PIMM-FM-UNAM-21CaC3,210.6134,210,SAMN10715449,PRJNA513874,GCA_008681245.1,1.62906,38.9,-,SBAK01,15,1632,1464,9/23/2019,9/27/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/245/GCF_008681245.1_ASM868124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/245/GCA_008681245.1_ASM868124v1,2019-09-23T00:00:00Z,Universidad Nacional Autonoma de Mexico,Illumina Miseq,53.07x,Velvet v. 1.2.10,,,15,1629061,,Homo sapiens
Helicobacter pylori,HP15035,210.4993,210,SAMN06329567,PRJNA374603,GCA_003635905.1,1.60508,38.9,-,MVUA01,60,1613,1444,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/905/GCF_003635905.1_ASM363590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/905/GCA_003635905.1_ASM363590v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,67x,SPAdes v. 3.8.2,,,60,1605083,Australia,"Human, Homo sapiens"
Helicobacter pylori,B47,210.4184,210,SAMN08381215,PRJNA395900,GCA_003059425.1,1.59581,39,-,QBRH01,51,1569,1424,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/425/GCF_003059425.1_ASM305942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/425/GCA_003059425.1_ASM305942v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,51,1595814,France,"Human, Homo sapiens"
Helicobacter pylori,ZH54,210.5319,210,SAMN10335796,PRJNA498864,GCA_004013275.1,1.59686,39,-,RJGA01,62,1583,1450,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/275/GCF_004013275.1_ASM401327v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/275/GCA_004013275.1_ASM401327v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,62,1596864,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,KH0210,210.6001,210,SAMN12011851,PRJNA547954,GCA_006438565.1,1.5919,39,-,VEXR01,49,1595,1453,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/565/GCF_006438565.1_ASM643856v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/565/GCA_006438565.1_ASM643856v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,21x,SPAdes v. 3.12.0,,,49,1591902,Cambodia,Homo sapiens
