"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori MG2005-98","309437","210","210.2649","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/595/GCF_002026595.1_MG2005-98_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/595/GCA_002026595.1_MG2005-98_v1.0","SAMN05569571","PRJNA338771","GCA_002026595.1","1.65062","39","-","MILD01","88","1634","1486/309437","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","37.38x","ABySS v. 1.9.0","","","88","1650616","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2006-4","309438","210","210.2650","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/625/GCF_002026625.1_MG2006-4_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/625/GCA_002026625.1_MG2006-4_v1.0","SAMN05569572","PRJNA338771","GCA_002026625.1","1.69192","39.1","-","MILE01","159","1716","1504/309438","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","28.12x","ABySS v. 1.9.0","","","159","1691923","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2006-407","309435","210","210.2647","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/555/GCF_002026555.1_MG2006-407_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/555/GCA_002026555.1_MG2006-407_v1.0","SAMN05569573","PRJNA338771","GCA_002026555.1","1.74421","38.9","-","MILF01","94","1750","1573/309435","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","30.44x","ABySS v. 1.9.0","","","94","1744207","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2006-479","309439","210","210.2651","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/645/GCF_002026645.1_MG2006-479_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/645/GCA_002026645.1_MG2006-479_v1.0","SAMN05569574","PRJNA338771","GCA_002026645.1","1.65098","39","-","MILG01","114","1656","1501/309439","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","34.94x","ABySS v. 1.9.0","","","114","1650985","Mexico","Human, Homo sapiens"
"Helicobacter pylori MG2011-41","309436","210","210.2648","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/585/GCF_002026585.1_MC2011-41_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/585/GCA_002026585.1_MC2011-41_v1.0","SAMN05569575","PRJNA338771","GCA_002026585.1","1.71751","39.4","-","MILH01","319","1734","1558/309436","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","25.49x","ABySS v. 1.9.0","","","319","1717511","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms13","309440","210","210.2652","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/665/GCF_002026665.1_MGms13_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/665/GCA_002026665.1_MGms13_v1.0","SAMN05569576","PRJNA338771","GCA_002026665.1","1.65393","38.9","-","MILI01","111","1659","1484/309440","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.27x","ABySS v. 1.9.0","","","111","1653926","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms15","309441","210","210.2653","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/675/GCF_002026675.1_MGms15_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/675/GCA_002026675.1_MGms15_v1.0","SAMN05569577","PRJNA338771","GCA_002026675.1","1.69279","38.8","-","MILJ01","88","1699","1516/309441","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","58.12x","ABySS v. 1.9.0","","","88","1692789","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms167","309442","210","210.2654","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/705/GCF_002026705.1_MGms167_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/705/GCA_002026705.1_MGms167_v1.0","SAMN05569578","PRJNA338771","GCA_002026705.1","1.68068","39","-","MILK01","73","1634","1482/309442","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","43.22x","ABySS v. 1.9.0","","","73","1680682","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms176","309443","210","210.2655","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/725/GCF_002026725.1_MGms176_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/725/GCA_002026725.1_MGms176_v1.0","SAMN05569579","PRJNA338771","GCA_002026725.1","1.67243","39","-","MILL01","226","1699","1522/309443","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","38.26x","ABySS v. 1.9.0","","","226","1672433","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms2","309444","210","210.2656","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/745/GCF_002026745.1_MGms2_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/745/GCA_002026745.1_MGms2_v1.0","SAMN05569580","PRJNA338771","GCA_002026745.1","1.71246","38.9","-","MILM01","102","1698","1509/309444","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","51.08x","ABySS v. 1.9.0","","","102","1712465","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms203","309455","210","210.2667","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/955/GCF_002026955.1_MGms203_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/955/GCA_002026955.1_MGms203_v1.0","SAMN05569581","PRJNA338771","GCA_002026955.1","1.73293","38.8","-","MILN01","84","1705","1533/309455","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","48.06x","ABySS v. 1.9.0","","","84","1732925","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms23","309445","210","210.2657","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/755/GCF_002026755.1_MGms23_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/755/GCA_002026755.1_MGms23_v1.0","SAMN05569582","PRJNA338771","GCA_002026755.1","1.66493","38.9","-","MILO01","89","1650","1494/309445","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.23x","ABySS v. 1.9.0","","","89","1664931","Mexico","Human, Homo sapiens"
"Helicobacter pylori MGms44","309456","210","210.2668","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/985/GCF_002026985.1_MGms44_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/985/GCA_002026985.1_MGms44_v1.0","SAMN05569583","PRJNA338771","GCA_002026985.1","1.63545","39.1","-","MILP01","113","1614","1469/309456","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","26.57x","ABySS v. 1.9.0","","","113","1635449","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2003-103","309429","210","210.2641","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/445/GCF_002026445.1_MM2003-103_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/445/GCA_002026445.1_MM2003-103_v1.0","SAMN05569559","PRJNA338771","GCA_002026445.1","1.71051","38.9","-","MIKR01","145","1721","1522/309429","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","35.50x","ABySS v. 1.9.0","","","145","1710512","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2004-20","309446","210","210.2658","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/785/GCF_002026785.1_MM2004-20_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/785/GCA_002026785.1_MM2004-20_v1.0","SAMN05569584","PRJNA338771","GCA_002026785.1","1.63886","38.9","-","MILQ01","77","1619","1477/309446","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","35.71x","ABySS v. 1.9.0","","","77","1638858","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2005-126","309457","210","210.2669","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/005/GCF_002027005.1_MM2005-126_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/005/GCA_002027005.1_MM2005-126_v1.0","SAMN05569587","PRJNA338771","GCA_002027005.1","1.64029","39","-","MILT01","140","1625","1484/309457","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","30.43x","ABySS v. 1.9.0","","","140","1640290","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2005-72","309460","210","210.2672","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/065/GCF_002027065.1_MM2005-72_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/065/GCA_002027065.1_MM2005-72_v1.0","SAMN05569585","PRJNA338771","GCA_002027065.1","1.69392","38.9","-","MILR01","86","1701","1543/309460","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","42.75x","ABySS v. 1.9.0","","","86","1693924","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2006-103","309447","210","210.2659","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/805/GCF_002026805.1_MM2006-103_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/805/GCA_002026805.1_MM2006-103_v1.0","SAMN05569586","PRJNA338771","GCA_002026805.1","1.74549","38.8","-","MILS01","85","1700","1532/309447","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","43.69x","ABySS v. 1.9.0","","","85","1745486","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2006-480","309461","210","210.2673","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/085/GCF_002027085.1_MM2006-480_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/085/GCA_002027085.1_MM2006-480_v1.0","SAMN05569588","PRJNA338771","GCA_002027085.1","1.6475","39","-","MILU01","141","1654","1502/309461","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.12x","ABySS v. 1.9.0","","","141","1647498","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2006-56","309462","210","210.2674","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/125/GCF_002027125.1_MM2006-56_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/125/GCA_002027125.1_MM2006-56_v1.0","SAMN05569589","PRJNA338771","GCA_002027125.1","1.68226","38.9","-","MILV01","107","1692","1517/309462","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","30.65x","ABySS v. 1.9.0","","","107","1682264","Mexico","Human, Homo sapiens"
"Helicobacter pylori MM2012-26","309450","210","210.2662","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/865/GCF_002026865.1_MM2012-26_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/865/GCA_002026865.1_MM2012-26_v1.0","SAMN05569590","PRJNA338771","GCA_002026865.1","1.66654","38.9","-","MILW01","60","1644","1480/309450","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","72.84x","ABySS v. 1.9.0","","","60","1666537","Mexico","Human, Homo sapiens"
"Helicobacter pylori MMV242","410930","210","210.5150","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/575/GCF_003639575.1_ASM363957v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/575/GCA_003639575.1_ASM363957v1","SAMN08999427","PRJNA449871","GCA_003639575.1","1.63593","38.9","-","QEGG01","54","1630","1464/410930","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","426x","A5-miseq v. 20160825","","","54","1635927","Spain","Human, Homo sapiens"
"Helicobacter pylori MSL190","410929","210","210.5149","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/565/GCF_003639565.1_ASM363956v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/565/GCA_003639565.1_ASM363956v1","SAMN08999428","PRJNA449871","GCA_003639565.1","1.61284","38.9","-","QEGF01","33","1580","1442/410929","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","543x","A5-miseq v. 20160825","","","33","1612843","Spain","Human, Homo sapiens"
"Helicobacter pylori MU2003-84","309459","210","210.2671","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/027/045/GCF_002027045.1_MU2003-84_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/027/045/GCA_002027045.1_MU2003-84_v1.0","SAMN05569591","PRJNA338771","GCA_002027045.1","1.6768","38.9","-","MILX01","118","1639","1480/309459","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","36.67x","ABySS v. 1.9.0","","","118","1676803","Mexico","Human, Homo sapiens"
"Helicobacter pylori MU2004-2","309448","210","210.2660","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/825/GCF_002026825.1_MU2004-2_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/825/GCA_002026825.1_MU2004-2_v1.0","SAMN05569592","PRJNA338771","GCA_002026825.1","1.74047","38.9","-","MILY01","169","1770","1572/309448","3/14/2017","7/30/2019","Contig","2017-03-14T00:00:00Z","Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional","Illumina HiSeq","31.59x","ABySS v. 1.9.0","","","169","1740468","Mexico","Human, Homo sapiens"
"Helicobacter pylori N6","163764","102616","102616.3","","GCF_000285895","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/895/GCF_000285895.1_ASM28589v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/895/GCA_000285895.1_ASM28589v1","SAMEA2272535","PRJEA89447","GCA_000285895.1","1.65768","38.7","-","CAHX01","54","1643","1393/163764","4/10/2012","7/2/2019","Contig","2012-04-10T00:00:00Z","Hannover Medical School","","","","","","54","1657684","France","Human, Homo sapiens"
"Helicobacter pylori N6","553414","210","210.5655","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/796/135/GCF_005796135.1_ASM579613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/796/135/GCA_005796135.1_ASM579613v1","SAMN10411099","PRJNA505142","GCA_005796135.1","1.66416","38.7","-","VAPN01","16","1641","1484/553414","5/23/2019","5/27/2019","Contig","2019-05-23T00:00:00Z","Faculty of Biology and Environmental Protection, University of Lodz","Illumina NextSeq","231.0x","SPAdes v. 3.11","","","16","1664156","","Human, Homo sapiens"
"Helicobacter pylori N6_del_htrA","553412","210","210.5653","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/796/115/GCF_005796115.1_ASM579611v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/796/115/GCA_005796115.1_ASM579611v1","SAMN10411397","PRJNA505142","GCA_005796115.1","1.66397","38.7","-","VAPO01","44","1649","1488/553412","5/23/2019","5/27/2019","Contig","2019-05-23T00:00:00Z","Faculty of Biology and Environmental Protection, University of Lodz","Illumina NextSeq","32.0x","SPAdes v. 3.11","","","44","1663968","",""
"Helicobacter pylori N6_mut_htrA661","553413","210","210.5654","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/796/125/GCF_005796125.1_ASM579612v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/796/125/GCA_005796125.1_ASM579612v1","SAMN10411398","PRJNA505142","GCA_005796125.1","1.66396","38.7","-","VAPP01","41","1647","1489/553413","5/23/2019","5/27/2019","Contig","2019-05-23T00:00:00Z","Faculty of Biology and Environmental Protection, University of Lodz","Illumina NextSeq","314.0x","SPAdes v. 3.11","","","41","1663962","",""
"Helicobacter pylori NAB47","163659","1156914","1156914.3","","GCF_000256075","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/256/075/GCF_000256075.1_ASM25607v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/075/GCA_000256075.2_ASM25607v2","SAMN02471794","PRJNA85617","GCA_000256075.2","1.58592","39.1","-","AJFA02","107","1583","1409/163659","3/26/2012","11/23/2017","Contig","2012-03-26T00:00:00Z","University of Hyderabad","","","","","","385","1581359","India","Human, Homo sapiens"
"Helicobacter pylori NAD1","163658","1156915","1156915.3","","GCF_000256035","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/256/035/GCF_000256035.1_ASM25603v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/035/GCA_000256035.2_ASM25603v2","SAMN02471796","PRJNA85619","GCA_000256035.2","1.60356","38.9","-","AJGJ02","103","1589","1438/163658","3/26/2012","11/23/2017","Contig","2012-03-26T00:00:00Z","University of Hyderabad","","","","","","400","1593185","India","Human, Homo sapiens"
"Helicobacter pylori NAK7","201853","1282880","1282880.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/295/GCF_000401295.1_HelPylNAK7_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/295/GCA_000401295.1_HelPylNAK7_1.0","SAMN02471799","PRJNA186589","GCA_000401295.1","1.58671","39","-","AONJ01","68","1566","1419/201853","5/24/2013","3/24/2017","Contig","2013-05-24T00:00:00Z","University of Hyderabad","Illumina GAIIx","300.0x","Velvet v. 1.2.03","","","68","1586710","India","Human, Homo sapiens"
"Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504","163661","102618","102618.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/845/GCF_000258845.1_ASM25884v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/845/GCA_000258845.1_ASM25884v1","SAMN02472263","PRJNA76569","GCA_000258845.1","1.60051","39","-","AIHX01","163","1664","1422/163661","4/16/2012","3/23/2017","Contig","2012-04-16T00:00:00Z","Microbiology Dept, University College Cork","","","","","","163","1600513","Australia","Human, Homo sapiens"
"Helicobacter pylori NCTC13094","391937","210","210.4857","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/055/GCF_900451055.1_57728_C01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/055/GCA_900451055.1_57728_C01","SAMEA104224781","PRJEB6403","GCA_900451055.1","1.61005","38.9","-","UGJP01","6","1584","1418/391937","7/30/2018","8/17/2019","Contig","2018-07-30T00:00:00Z","SC","","","","","","6","1610054","",""
"Helicobacter pylori NCTC13207","391936","210","210.4856","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/825/GCF_900450825.1_57387_G01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/450/825/GCA_900450825.1_57387_G01","SAMEA104210750","PRJEB6403","GCA_900450825.1","1.59434","39","-","UGHN01","2","1570","1436/391936","7/30/2018","8/17/2019","Contig","2018-07-30T00:00:00Z","SC","","","","","","2","1594341","",""
"Helicobacter pylori NCTC13338","391938","210","210.4858","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/295/GCF_900451295.1_57752_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/295/GCA_900451295.1_57752_B01","SAMEA104224782","PRJEB6403","GCA_900451295.1","1.65137","39","-","UGHQ01","2","1611","1457/391938","7/30/2018","8/17/2019","Contig","2018-07-30T00:00:00Z","SC","","","","","","2","1651372","",""
"Helicobacter pylori NQ1671","163762","981220","981220.3","","GCF_000285235","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/235/GCF_000285235.1_ASM28523v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/235/GCA_000285235.1_ASM28523v1","SAMEA2272392","PRJEA62453","GCA_000285235.1","1.62695","39.1","-","CADM01","38","1605","1461/163762","3/9/2011","3/23/2017","Contig","2011-03-09T00:00:00Z","MHH Hannover Medical School","","","","","","38","1626950","Colombia","Human, Homo sapiens"
